status,url,etag,content_length,content_type,last_modified,id
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/BurgGehorendeSchout1712.html,"""207f9-5c2d2c3d52600-gzip""",25826,text/html,"Fri, 21 May 2021 08:22:48 GMT",BurgGehorendeSchout1712
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/BurmanGeleerdeVrouwen1713.html,"""46684-5b92c80ca6280-gzip""",64367,text/html,"Mon, 18 Jan 2021 13:14:34 GMT",BurmanGeleerdeVrouwen1713
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/BuyseroSchapin1675ca.html,"""2d156-5b92c80ca6280-gzip""",46762,text/html,"Mon, 18 Jan 2021 13:14:34 GMT",BuyseroSchapin1675ca
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/BuyseroAmphitruo1679.html,"""1a70c-5b92c80ca6280-gzip""",20842,text/html,"Mon, 18 Jan 2021 13:14:34 GMT",BuyseroAmphitruo1679
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/BuyseroAmphitruo1680.html,"""1ff56-5b92c80ca6280-gzip""",25862,text/html,"Mon, 18 Jan 2021 13:14:34 GMT",BuyseroAmphitruo1680
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/BuyseroArlekynErfgenaam1719.html,"""17448-5b92c80ca6280-gzip""",22506,text/html,"Mon, 18 Jan 2021 13:14:34 GMT",BuyseroArlekynErfgenaam1719
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/BuyseroAstrate1670.html,"""297e8-5b92c80ca6280-gzip""",43853,text/html,"Mon, 18 Jan 2021 13:14:34 GMT",BuyseroAstrate1670
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/BuyseroHeautontimorumenos1662.html,"""29eff-5b92c80ca6280-gzip""",52457,text/html,"Mon, 18 Jan 2021 13:14:34 GMT",BuyseroHeautontimorumenos1662
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/BuyseroCloris1688.html,"""7e05-589504a63d980-gzip""",8847,text/html,"Mon, 20 May 2019 11:47:02 GMT",BuyseroCloris1688
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/KlorisenRoosje1712.html,"""7b72-544a817708d80-gzip""",7770,text/html,"Tue, 27 Dec 2016 18:33:42 GMT",KlorisenRoosje1712
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/BuyseroArlekynLiefde1715.html,"""12bca-5bcef220c7280-gzip""",16014,text/html,"Sun, 07 Mar 2021 09:42:18 GMT",BuyseroArlekynLiefde1715
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CvBLammertNeus1641.html,"""197cf-557e5ae1fcc00-gzip""",25604,text/html,"Tue, 29 Aug 2017 15:01:04 GMT",CvBLammertNeus1641
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CambonHamlet1778.html,"""2e152-6136496cdf000-gzip""",47121,text/html,"Mon, 11 Mar 2024 15:56:48 GMT",CambonHamlet1778
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CambonFigaro1786.html,"""70131-5b92c80abde00-gzip""",,text/html,"Mon, 18 Jan 2021 13:14:32 GMT",CambonFigaro1786
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CambonIphigeniaTauris1771.html,"""2849f-6031c7ef1b000-gzip""",39199,text/html,"Thu, 17 Aug 2023 11:13:04 GMT",CambonIphigeniaTauris1771
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CambonOedipusAdmetus1790ca.html,"""2e4a2-6076130126d00-gzip""",44068,text/html,"Tue, 10 Oct 2023 18:51:00 GMT",CambonOedipusAdmetus1790ca
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/Canisius.html,"""2920-4f3d886a09900-gzip""",3225,text/html,"Wed, 05 Mar 2014 09:20:04 GMT",Canisius
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/RacineBrittannicus1693a.html,"""2d890-5b92c895fa680-gzip""",51820,text/html,"Mon, 18 Jan 2021 13:16:58 GMT",RacineBrittannicus1693a
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/RacineBrittannicus1693b.html,"""2d8b8-5b92c895fa680-gzip""",51838,text/html,"Mon, 18 Jan 2021 13:16:58 GMT",RacineBrittannicus1693b
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CarmelietenBaasaMunsterbilsen1776.html,"""435a-62e55b077c100-gzip""",5919,text/html,"Mon, 17 Feb 2025 12:30:28 GMT",CarmelietenBaasaMunsterbilsen1776
404,https://www.let.leidenuniv.nl/Dutch/Ceneton/CarmelietenBaasa1776.html,,,,,CarmelietenBaasa1776
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CaronHoutebeen1657.html,"""d56a-5b92c80abde00-gzip""",16766,text/html,"Mon, 18 Jan 2021 13:14:32 GMT",CaronHoutebeen1657
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CatharinistenAalstSaulDavid1663.html,"""24f8-5e0e293e45a00-gzip""",3600,text/html,"Tue, 07 Jun 2022 21:50:32 GMT",CatharinistenAalstSaulDavid1663
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CatsAspasia165504.html,"""4ced6-5b92c80abde00-gzip""",,text/html,"Mon, 18 Jan 2021 13:14:32 GMT",CatsAspasia165504
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CatsAspasia1655.html,"""4ec-5b92c80abde00-gzip""",682,text/html,"Mon, 18 Jan 2021 13:14:32 GMT",CatsAspasia1655
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ClaerboutMiddelburgh1661.html,"""13af8-5c54d971d8080-gzip""",19856,text/html,"Mon, 21 Jun 2021 21:45:22 GMT",ClaerboutMiddelburgh1661
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ClaerboutKalf1662a.html,"""13419-5cd81b2b16a00-gzip""",19705,text/html,"Mon, 04 Oct 2021 07:16:56 GMT",ClaerboutKalf1662a
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ClaerboutKalf1662b.html,"""13af0-5cd81b2b16a00-gzip""",19849,text/html,"Mon, 04 Oct 2021 07:16:56 GMT",ClaerboutKalf1662b
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CleyburghCrispynMogol1718.html,"""1558d-602a552117880-gzip""",20176,text/html,"Fri, 11 Aug 2023 13:02:10 GMT",CleyburghCrispynMogol1718
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/GrooteTafereelDwaasheid1720a.html,"""cb16d-60e6e7981b900-gzip""",,text/html,"Mon, 08 Jan 2024 12:38:28 GMT",GrooteTafereelDwaasheid1720a
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CleyburgSalomona1720.html,"""21a48-5a1328c4f5780-gzip""",42498,text/html,"Thu, 19 Mar 2020 10:22:38 GMT",CleyburgSalomona1720
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ClijburghWindnegotie1726.html,"""7514-5dbb0e77cdc00-gzip""",8856,text/html,"Sat, 02 Apr 2022 19:28:48 GMT",ClijburghWindnegotie1726
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CoddeAlfreda1641.html,"""22772-5d185b1f48180-gzip""",49447,text/html,"Wed, 24 Nov 2021 09:43:50 GMT",CoddeAlfreda1641
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CoddeSchaakers1672.html,"""147f3-5dec1c9f6c380-gzip""",28252,text/html,"Wed, 11 May 2022 19:53:02 GMT",CoddeSchaakers1672
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CoertseOnderneming1777.html,"""b8b4-4f3d87e856700-gzip""",14284,text/html,"Wed, 05 Mar 2014 09:17:48 GMT",CoertseOnderneming1777
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CoertseSlaavenEiland1779.html,"""1deb4-5b92c8758da00-gzip""",27348,text/html,"Mon, 18 Jan 2021 13:16:24 GMT",CoertseSlaavenEiland1779
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ColmJanTot1633a.html,"""101c5-5b92c8758da00-gzip""",16002,text/html,"Mon, 18 Jan 2021 13:16:24 GMT",ColmJanTot1633a
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ColmTreurspel1616.html,"""43bb2-5cd81b2b16a00-gzip""",,text/html,"Mon, 04 Oct 2021 07:16:56 GMT",ColmTreurspel1616
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DeConinckBedwonghenLiefde1635.html,"""3202f-5f1fa14678580-gzip""",,text/html,"Wed, 11 Jan 2023 10:01:10 GMT",DeConinckBedwonghenLiefde1635
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DeConinckHerdOngestadicheyt1638.html,"""4ff3a-5b92c87775e80-gzip""",,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",DeConinckHerdOngestadicheyt1638
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DeConinckLiefdeEnGeval1636.html,"""58726-5f161edd78700-gzip""",,text/html,"Tue, 03 Jan 2023 20:29:48 GMT",DeConinckLiefdeEnGeval1636
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DeConinckLiefdensBehendicheyt1638.html,"""60458-5ed83b7944700-gzip""",,text/html,"Tue, 15 Nov 2022 15:07:40 GMT",DeConinckLiefdensBehendicheyt1638
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/Vakantie1707.html,"""1d2f6-4f792992d2080-gzip""",28020,text/html,"Mon, 21 Apr 2014 19:35:14 GMT",Vakantie1707
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CosterAcademi1619.html,"""e71c-5b92c87775e80-gzip""",15016,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",CosterAcademi1619
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/HooftCosterIsabella1619.html,"""49be4-5cd81b292e580-gzip""",60155,text/html,"Mon, 04 Oct 2021 07:16:54 GMT",HooftCosterIsabella1619
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CosterKallefsval1628.html,"""1fa52-6361ce7c9a500-gzip""",28342,text/html,"Tue, 27 May 2025 12:07:16 GMT",CosterKallefsval1628
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CosterVertoningen1648.html,"""221f-4f3d87cda2800-gzip""",3465,text/html,"Wed, 05 Mar 2014 09:17:20 GMT",CosterVertoningen1648
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CosterQuacksalver1615.html,"""a767-5b92c87775e80-gzip""",10871,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",CosterQuacksalver1615
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DeLaCroixJuffers1685.html,"""13a17-5464a4b652f80-gzip""",20736,text/html,"Tue, 17 Jan 2017 13:29:50 GMT",DeLaCroixJuffers1685
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DeLaCroixGewaandeAdvocaat1685.html,"""192c9-5b92c87775e80-gzip""",22891,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",DeLaCroixGewaandeAdvocaat1685
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DeLaCroixMuzikant1685.html,"""26b57-5cfab85e09b00-gzip""",31392,text/html,"Sun, 31 Oct 2021 20:01:16 GMT",DeLaCroixMuzikant1685
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DeLaCroixSchynheilige1686.html,"""1653b-5b92c87775e80-gzip""",22456,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",DeLaCroixSchynheilige1686
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/TafelspelenOK061217UBA.html,"""5062b-5f6ee79765200-gzip""",,text/html,"Wed, 15 Mar 2023 11:16:24 GMT",TafelspelenOK061217UBA
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CruythofkenDelft1600.html,"""38719-5f831dc243680-gzip""",,text/html,"Fri, 31 Mar 2023 13:05:14 GMT",CruythofkenDelft1600
404,https://www.let.leidenuniv.nl/Dutch/Ceneton/CruyssenIuditha1642.html,,,,,CruyssenIuditha1642
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CruyssenTovery1691.html,"""2e1a7-5b92c87775e80-gzip""",48338,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",CruyssenTovery1691
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/CruyssenTovery1729.html,"""2efad-5b92c87775e80-gzip""",49385,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",CruyssenTovery1729
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DaalenAerdigeColicoquelle1654.html,"""c2d8-5b92c87775e80-gzip""",14787,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",DaalenAerdigeColicoquelle1654
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DaalenJonkker1654.html,"""117dd-5cd81b2b16a00-gzip""",18778,text/html,"Mon, 04 Oct 2021 07:16:56 GMT",DaalenJonkker1654
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DaalenEdelman1657.html,"""13cc1-5b92c87775e80-gzip""",21826,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",DaalenEdelman1657
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/VanDammeAmphitruo1635.html,"""e1-5285d5bdf8c80-gzip""",174,text/html,"Sat, 02 Jan 2016 17:38:42 GMT",VanDammeAmphitruo1635
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DeckerBaptistes1652.html,"""2675b-5b92c87775e80-gzip""",44914,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",DeckerBaptistes1652
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DemokritophilusInenting1768.html,"""201d7-5d3473d0db300-gzip""",26064,text/html,"Thu, 16 Dec 2021 18:03:24 GMT",DemokritophilusInenting1768
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/Homulus1661.html,"""27dc5-5db71aeeb5900-gzip""",38863,text/html,"Wed, 30 Mar 2022 16:03:16 GMT",Homulus1661
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/IschyriusHomulus1536.html,"""171fc-619a7f54d9880-gzip""",39044,text/html,"Thu, 30 May 2024 08:50:26 GMT",IschyriusHomulus1536
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/IschyriusHomulus1538.html,"""1efb5-5f3a969d2d280-gzip""",52719,text/html,"Wed, 01 Feb 2023 20:37:14 GMT",IschyriusHomulus1538
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/Elckerlijc1525.html,"""10d1a-5e37749c7d680-gzip""",17872,text/html,"Sun, 10 Jul 2022 18:06:02 GMT",Elckerlijc1525
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DrosteJacoba1710.html,"""23111-5b92c87775e80-gzip""",44071,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",DrosteJacoba1710
404,https://www.let.leidenuniv.nl/Dutch/Ceneton/DuimBroedermoort1744.html,,,,,DuimBroedermoort1744
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DuimAchilles1745.html,"""27fc4-5faef71fbac00-gzip""",46017,text/html,"Fri, 05 May 2023 10:06:40 GMT",DuimAchilles1745
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DuimGrootZweeden1742.html,"""fdcd-5fb183e073580-gzip""",19421,text/html,"Sun, 07 May 2023 10:47:02 GMT",DuimGrootZweeden1742
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DuimGrootDelft1743.html,"""15bd9-5c9252e574f00-gzip""",27789,text/html,"Mon, 09 Aug 2021 19:13:32 GMT",DuimGrootDelft1743
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DuimGrootRostok1742.html,"""14c2c-5c897b2dd0780-gzip""",19742,text/html,"Mon, 02 Aug 2021 18:25:50 GMT",DuimGrootRostok1742
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DuimMenalippe1743.html,"""34668-5c4e25dfbf680-gzip""",51751,text/html,"Wed, 16 Jun 2021 13:50:02 GMT",DuimMenalippe1743
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DuimGrootRechtsgeding1745.html,"""3513a-6361c57a9e480-gzip""",56544,text/html,"Tue, 27 May 2025 11:26:58 GMT",DuimGrootRechtsgeding1745
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DuimVespers1743.html,"""2ac7d-5c1feff24a980-gzip""",47235,text/html,"Mon, 10 May 2021 19:43:50 GMT",DuimVespers1743
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DuimGrootLoevestein1742.html,"""30015-5c897b3efb000-gzip""",49487,text/html,"Mon, 02 Aug 2021 18:26:08 GMT",DuimGrootLoevestein1742
404,https://www.let.leidenuniv.nl/Dutch/Ceneton/DuyrkantIoosje1642.html,,,,,DuyrkantIoosje1642
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DullaartAlexanderDeMedicis1653.html,"""4025f-5b92c87775e80-gzip""",,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",DullaartAlexanderDeMedicis1653
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DullaartStuart1652.html,"""3dd7e-5b92c87775e80-gzip""",,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",DullaartStuart1652
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DullaartMitridates1679.html,"""26f6f-5b92c87775e80-gzip""",46872,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",DullaartMitridates1679
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DuymBewys1606.html,"""1bf37-5b92c87775e80-gzip""",31037,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",DuymBewys1606
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/EDSMRugero1674.html,"""2a29d-5b92c87775e80-gzip""",54062,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",EDSMRugero1674
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/EembdSophonisba1621.html,"""3d4f4-5dc2359327b80-gzip""",52901,text/html,"Fri, 08 Apr 2022 12:01:02 GMT",EembdSophonisba1621
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ElgerLaantje1698.html,"""1ec47-5b92c87775e80-gzip""",19602,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",ElgerLaantje1698
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ElgerLaantje1735a.html,"""202b7-5b92c87775e80-gzip""",21463,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",ElgerLaantje1735a
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/EliasBekeerdeDronkaard1691.html,"""1e427-6114c49b43f00-gzip""",24278,text/html,"Wed, 14 Feb 2024 00:06:52 GMT",EliasBekeerdeDronkaard1691
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/Tielebuys1548L.html,"""cbda-5b92c895fa680-gzip""",13053,text/html,"Mon, 18 Jan 2021 13:16:58 GMT",Tielebuys1548L
404,https://www.let.leidenuniv.nl/Dutch/Ceneton/ElslandBrechtje1715ca.html,,,,,ElslandBrechtje1715ca
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DronkeJaap1720.html,"""571f-4f4cc9d281c80-gzip""",8147,text/html,"Mon, 17 Mar 2014 12:32:34 GMT",DronkeJaap1720
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DronkeJaap1730a.html,"""55dd-4f4cc9d281c80-gzip""",8030,text/html,"Mon, 17 Mar 2014 12:32:34 GMT",DronkeJaap1730a
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DronkeJaap1730b.html,"""5abe-4f4cc9d281c80-gzip""",8622,text/html,"Mon, 17 Mar 2014 12:32:34 GMT",DronkeJaap1730b
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DronkeJaap1731.html,"""5632-4f4cc9d281c80-gzip""",8087,text/html,"Mon, 17 Mar 2014 12:32:34 GMT",DronkeJaap1731
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ElverveltCicero1775.html,"""1ff2a-587c5889f4680-gzip""",45593,text/html,"Tue, 30 Apr 2019 20:49:14 GMT",ElverveltCicero1775
404,https://www.let.leidenuniv.nl/Dutch/Ceneton/ElverveltDankbaare%20zoon1777.html,,,,,ElverveltDankbaare zoon1777
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ElverveltJanRokes1768.html,"""41dd-5b92c87775e80-gzip""",4340,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",ElverveltJanRokes1768
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DiderotVader1773.html,"""64bd1-609900a7a6d00-gzip""",,text/html,"Tue, 07 Nov 2023 13:35:16 GMT",DiderotVader1773
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ElzevierArglistige1724.html,"""f3e6-5b92c87775e80-gzip""",14176,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",ElzevierArglistige1724
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ElzevierBroekdragende1666.html,"""d8cd-568e197026480-gzip""",16463,text/html,"Mon, 02 Apr 2018 18:16:34 GMT",ElzevierBroekdragende1666
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ElzevierGestoordeVreught1664.html,"""1919c-5cd81b1fa4f00-gzip""",22631,text/html,"Mon, 04 Oct 2021 07:16:44 GMT",ElzevierGestoordeVreught1664
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ElzevierScheeleGriet1662.html,"""100d6-5cd81b1fa4f00-gzip""",18865,text/html,"Mon, 04 Oct 2021 07:16:44 GMT",ElzevierScheeleGriet1662
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ElzevierSpringende1666.html,"""11c35-5aba7655c7700-gzip""",18467,text/html,"Thu, 30 Jul 2020 11:58:52 GMT",ElzevierSpringende1666
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ElzevierSpringende1681.html,"""1203f-5a4f979461000-gzip""",18854,text/html,"Wed, 06 May 2020 11:57:52 GMT",ElzevierSpringende1681
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/VlooswykPhiledonius1657.html,"""1a6c0-5b92c895fa680-gzip""",30227,text/html,"Mon, 18 Jan 2021 13:16:58 GMT",VlooswykPhiledonius1657
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/EndenPhiledonius1657.html,"""16513-5b92c87775e80-gzip""",28228,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",EndenPhiledonius1657
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/EngelenNapels1703.html,"""232ac-5b92c87775e80-gzip""",45829,text/html,"Mon, 18 Jan 2021 13:16:26 GMT",EngelenNapels1703
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/ErasmusIphigenia1507.html,"""23b2c-5f1815fce8b00-gzip""",50134,text/html,"Thu, 05 Jan 2023 10:00:44 GMT",ErasmusIphigenia1507
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/GoedthalsSoter1563.html,"""1886e-5b92c89412200-gzip""",35920,text/html,"Mon, 18 Jan 2021 13:16:56 GMT",GoedthalsSoter1563
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FockensHansje1657.html,"""12427-6115d905e6500-gzip""",21256,text/html,"Wed, 14 Feb 2024 20:43:32 GMT",FockensHansje1657
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FockensSchoorsteenveger1662.html,"""dfa4-5b92c89412200-gzip""",16509,text/html,"Mon, 18 Jan 2021 13:16:56 GMT",FockensSchoorsteenveger1662
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FockensGrysert1659.html,"""deb3-5b92c89412200-gzip""",16817,text/html,"Mon, 18 Jan 2021 13:16:56 GMT",FockensGrysert1659
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FocquenbrochKeyenvresser1665.html,"""b872-5b92c89412200-gzip""",16936,text/html,"Mon, 18 Jan 2021 13:16:56 GMT",FocquenbrochKeyenvresser1665
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FocquenbrochWerken1723.html,"""1f882d-5faef75522a00-gzip""",,text/html,"Fri, 05 May 2023 10:07:36 GMT",FocquenbrochWerken1723
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FocquenbrochMin1674.html,"""37f5e-5b92c89412200-gzip""",63215,text/html,"Mon, 18 Jan 2021 13:16:56 GMT",FocquenbrochMin1674
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FocquenbrochJalousy1663.html,"""1029a-4f703d9b01200-gzip""",17603,text/html,"Mon, 14 Apr 2014 17:16:56 GMT",FocquenbrochJalousy1663
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FonteynFortunatus1643.html,"""2bed2-5faef75522a00-gzip""",55452,text/html,"Fri, 05 May 2023 10:07:36 GMT",FonteynFortunatus1643
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FonteynFortunatusSoonen1643.html,"""26e84-5faef75522a00-gzip""",50163,text/html,"Fri, 05 May 2023 10:07:36 GMT",FonteynFortunatusSoonen1643
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FonteynSulleman1633.html,"""12bcc-5cd81b292e580-gzip""",16480,text/html,"Mon, 04 Oct 2021 07:16:54 GMT",FonteynSulleman1633
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FonteynSulleman1643.html,"""14077-5cd81b292e580-gzip""",17159,text/html,"Mon, 04 Oct 2021 07:16:54 GMT",FonteynSulleman1643
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FonteynCasta1637.html,"""32052-5b92c89412200-gzip""",46855,text/html,"Mon, 18 Jan 2021 13:16:56 GMT",FonteynCasta1637
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FornenberghDuifjeSnaphaan1680.html,"""ddbb-5b92c89412200-gzip""",12064,text/html,"Mon, 18 Jan 2021 13:16:56 GMT",FornenberghDuifjeSnaphaan1680
404,https://www.let.leidenuniv.nl/Dutch/Ceneton/FranssoonGiertjenWouters1623.html,,,,,FranssoonGiertjenWouters1623
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FreseSchaafConcert1769.html,"""1c5df-5d30801443680-gzip""",24849,text/html,"Mon, 13 Dec 2021 14:36:58 GMT",FreseSchaafConcert1769
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FreseSchaafInenting1768.html,"""1bc4d-5d3477cf31f00-gzip""",21680,text/html,"Thu, 16 Dec 2021 18:21:16 GMT",FreseSchaafInenting1768
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/VreedeNaaypartydje1786.html,"""6c0c-5faef758f3300-gzip""",7248,text/html,"Fri, 05 May 2023 10:07:40 GMT",VreedeNaaypartydje1786
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FuyterTessandier1654.html,"""25087-5cc6e0fda8000-gzip""",45953,text/html,"Mon, 20 Sep 2021 14:26:08 GMT",FuyterTessandier1654
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/FuyterHof1647.html,"""23c5e-5e4f68780b480-gzip""",51092,text/html,"Fri, 29 Jul 2022 19:19:30 GMT",FuyterHof1647
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/Ardelia1629.html,"""35ba7-5cd81b2cfee80-gzip""",48621,text/html,"Mon, 04 Oct 2021 07:16:58 GMT",Ardelia1629
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/GKAbeel1622.html,"""96b2-6252ab7657e00-gzip""",12349,text/html,"Wed, 23 Oct 2024 20:27:36 GMT",GKAbeel1622
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/GaeteDienstmeiden1707.html,"""f786-5b92c89412200-gzip""",14091,text/html,"Mon, 18 Jan 2021 13:16:56 GMT",GaeteDienstmeiden1707
404,https://www.let.leidenuniv.nl/Dutch/Ceneton/GaeteApotheker1714.html,,,,,GaeteApotheker1714
200,https://www.let.leidenuniv.nl/Dutch/Ceneton/DeGeestManziekeVryster1700.html,"""12167-5f05bf95f0f00-gzip""",17234,text/html,"Wed, 21 Dec 2022 19:58:20 GMT",DeGeestManziekeVryster1700
